,time,latitude,longitude,sst,bathymetry_m,optional
28,2021-02-16T00:00:00Z,18.73,203.9,25.238953,-4682,TRUE
29,2021-02-16T00:00:00Z,18.73,203.91,25.240845,-4676,TRUE
30,2021-02-16T00:00:00Z,18.73,203.92,25.240723,-4744,TRUE
31,2021-02-16T00:00:00Z,18.73,203.93,25.239319,-4751,TRUE
32,2021-02-16T00:00:00Z,18.73,203.94,25.236816,-4707,TRUE
33,2021-02-16T00:00:00Z,18.73,203.95,25.233093,-4697,TRUE
34,2021-02-16T00:00:00Z,18.73,203.96,25.227875,-4703,TRUE
35,2021-02-16T00:00:00Z,18.73,203.97,25.221222,-4686,TRUE
36,2021-02-16T00:00:00Z,18.73,203.98,25.213348,-4625,TRUE
37,2021-02-16T00:00:00Z,18.73,203.99,25.204803,-4511,TRUE
38,2021-02-16T00:00:00Z,18.73,204,25.196411,-4404,TRUE
39,2021-02-16T00:00:00Z,18.73,204.01,25.187195,-4343,TRUE
40,2021-02-16T00:00:00Z,18.73,204.02,25.176239,-4181,TRUE
41,2021-02-16T00:00:00Z,18.73,204.03,25.163544,-3949,TRUE
42,2021-02-16T00:00:00Z,18.73,204.04,25.149292,-3278,TRUE
43,2021-02-16T00:00:00Z,18.73,204.05,25.134033,-3312,TRUE
44,2021-02-16T00:00:00Z,18.73,204.06,25.116821,-3508,TRUE
45,2021-02-16T00:00:00Z,18.73,204.07,25.098907,-3542,TRUE
46,2021-02-16T00:00:00Z,18.73,204.08,25.081726,-3736,TRUE
47,2021-02-16T00:00:00Z,18.73,204.09,25.065765,-3854,TRUE
48,2021-02-16T00:00:00Z,18.73,204.1,25.051727,-3918,TRUE
49,2021-02-16T00:00:00Z,18.73,204.11,25.038544,-3973,TRUE
50,2021-02-16T00:00:00Z,18.73,204.12,25.02295,-4042,TRUE
51,2021-02-16T00:00:00Z,18.73,204.13,25.002869,-4067,TRUE
52,2021-02-16T00:00:00Z,18.73,204.14,24.982544,-4069,TRUE
53,2021-02-16T00:00:00Z,18.73,204.15,24.965942,-4055,TRUE
54,2021-02-16T00:00:00Z,18.73,204.16,24.952179,-4036,TRUE
55,2021-02-16T00:00:00Z,18.73,204.17,24.938782,-3835,TRUE
56,2021-02-16T00:00:00Z,18.73,204.18,24.927612,-3705,TRUE
57,2021-02-16T00:00:00Z,18.73,204.19,24.920837,-3404,TRUE
58,2021-02-16T00:00:00Z,18.73,204.2,24.918488,-3327,TRUE
59,2021-02-16T00:00:00Z,18.73,204.21,24.917908,-3266,TRUE
60,2021-02-16T00:00:00Z,18.73,204.22,24.917206,-3170,TRUE
61,2021-02-16T00:00:00Z,18.73,204.23,24.91565,-3101,TRUE
62,2021-02-16T00:00:00Z,18.73,204.24,24.911957,-2833,TRUE
63,2021-02-16T00:00:00Z,18.73,204.25,24.905945,-2711,TRUE
64,2021-02-16T00:00:00Z,18.73,204.26,24.897064,-2524,TRUE
65,2021-02-16T00:00:00Z,18.73,204.27,24.883667,-2352,TRUE
66,2021-02-16T00:00:00Z,18.73,204.28,24.86493,-2159,TRUE
67,2021-02-16T00:00:00Z,18.73,204.29,24.839905,-2094,TRUE
68,2021-02-16T00:00:00Z,18.73,204.3,24.80893,-2200,TRUE
69,2021-02-16T00:00:00Z,18.73,204.31,24.776184,-2343,TRUE
70,2021-02-16T00:00:00Z,18.73,204.32,24.74582,-2434,TRUE
71,2021-02-16T00:00:00Z,18.73,204.33,24.71936,-2764,TRUE
72,2021-02-16T00:00:00Z,18.73,204.34,24.69751,-3006,TRUE
73,2021-02-16T00:00:00Z,18.73,204.35,24.678833,-3150,TRUE
74,2021-02-16T00:00:00Z,18.73,204.36,24.662659,-3255,TRUE
75,2021-02-16T00:00:00Z,18.73,204.37,24.647217,-3387,TRUE
76,2021-02-16T00:00:00Z,18.73,204.38,24.631378,-3446,TRUE
77,2021-02-16T00:00:00Z,18.73,204.39,24.615753,-3742,TRUE
78,2021-02-16T00:00:00Z,18.73,204.4,24.603943,-3854,TRUE
79,2021-02-16T00:00:00Z,18.73,204.41,24.596039,-4035,TRUE
80,2021-02-16T00:00:00Z,18.73,204.42,24.588715,-4176,TRUE
81,2021-02-16T00:00:00Z,18.73,204.43,24.579193,-4366,TRUE
82,2021-02-16T00:00:00Z,18.73,204.44,24.567535,-4537,TRUE
83,2021-02-16T00:00:00Z,18.73,204.45,24.554138,-4549,TRUE
84,2021-02-16T00:00:00Z,18.73,204.46,24.539948,-4561,TRUE
85,2021-02-16T00:00:00Z,18.73,204.47,24.525726,-4550,TRUE
86,2021-02-16T00:00:00Z,18.73,204.48,24.513214,-4552,TRUE
87,2021-02-16T00:00:00Z,18.73,204.49,24.503815,-4554,TRUE
88,2021-02-16T00:00:00Z,18.73,204.5,24.498383,-4541,TRUE
89,2021-02-16T00:00:00Z,18.73,204.51,24.497162,-4525,TRUE
90,2021-02-16T00:00:00Z,18.73,204.52,24.498596,-4520,TRUE
91,2021-02-16T00:00:00Z,18.73,204.53,24.500427,-4475,TRUE
92,2021-02-16T00:00:00Z,18.73,204.54,24.502441,-4459,TRUE
93,2021-02-16T00:00:00Z,18.73,204.55,24.506134,-4468,TRUE
94,2021-02-16T00:00:00Z,18.73,204.56,24.511292,-4503,TRUE
95,2021-02-16T00:00:00Z,18.73,204.57,24.516388,-4548,TRUE
96,2021-02-16T00:00:00Z,18.73,204.58,24.52124,-4552,TRUE
97,2021-02-16T00:00:00Z,18.73,204.59,24.528107,-4555,TRUE
98,2021-02-16T00:00:00Z,18.73,204.6,24.537811,-4572,TRUE
99,2021-02-16T00:00:00Z,18.73,204.61,24.546906,-4614,TRUE
100,2021-02-16T00:00:00Z,18.73,204.62,24.552368,-4637,TRUE
101,2021-02-16T00:00:00Z,18.73,204.63,24.553986,-4653,TRUE
102,2021-02-16T00:00:00Z,18.73,204.64,24.553314,-4666,TRUE
103,2021-02-16T00:00:00Z,18.73,204.65,24.55133,-4687,TRUE
104,2021-02-16T00:00:00Z,18.73,204.66,24.550354,-4728,TRUE
105,2021-02-16T00:00:00Z,18.73,204.67,24.5513,-4762,TRUE
106,2021-02-16T00:00:00Z,18.73,204.68,24.555603,-4780,TRUE
107,2021-02-16T00:00:00Z,18.73,204.69,24.561676,-4792,TRUE
108,2021-02-16T00:00:00Z,18.73,204.7,24.567627,-4776,TRUE
109,2021-02-16T00:00:00Z,18.73,204.71,24.572296,-4791,TRUE
110,2021-02-16T00:00:00Z,18.73,204.72,24.57492,-4776,TRUE
111,2021-02-16T00:00:00Z,18.73,204.73,24.575836,-4802,TRUE
112,2021-02-16T00:00:00Z,18.73,204.74,24.575653,-4815,TRUE
113,2021-02-16T00:00:00Z,18.73,204.75,24.57544,-4825,TRUE
114,2021-02-16T00:00:00Z,18.73,204.76,24.575775,-4836,TRUE
115,2021-02-16T00:00:00Z,18.73,204.77,24.577148,-4854,TRUE
116,2021-02-16T00:00:00Z,18.73,204.78,24.578491,-4865,TRUE
117,2021-02-16T00:00:00Z,18.73,204.79,24.579102,-4896,TRUE
118,2021-02-16T00:00:00Z,18.73,204.8,24.577637,-4896,TRUE
119,2021-02-16T00:00:00Z,18.73,204.81,24.57306,-4842,TRUE
120,2021-02-16T00:00:00Z,18.73,204.82,24.566101,-4928,TRUE
121,2021-02-16T00:00:00Z,18.73,204.83,24.557617,-4942,TRUE
122,2021-02-16T00:00:00Z,18.73,204.84,24.551086,-4957,TRUE
123,2021-02-16T00:00:00Z,18.73,204.85,24.55008,-4968,TRUE
124,2021-02-16T00:00:00Z,18.73,204.86,24.553223,-4955,TRUE
125,2021-02-16T00:00:00Z,18.73,204.87,24.555878,-5032,TRUE
126,2021-02-16T00:00:00Z,18.73,204.88,24.555145,-5079,TRUE
127,2021-02-16T00:00:00Z,18.73,204.89,24.550568,-5122,TRUE
128,2021-02-16T00:00:00Z,18.73,204.9,24.543823,-5135,TRUE
129,2021-02-16T00:00:00Z,18.73,204.91,24.538422,-5126,TRUE
130,2021-02-16T00:00:00Z,18.73,204.92,24.536652,-5144,TRUE
131,2021-02-16T00:00:00Z,18.73,204.93,24.536896,-5166,TRUE
132,2021-02-16T00:00:00Z,18.73,204.94,24.53772,-5178,TRUE
133,2021-02-16T00:00:00Z,18.73,204.95,24.538849,-5181,TRUE
134,2021-02-16T00:00:00Z,18.73,204.96,24.540222,-5193,TRUE
135,2021-02-16T00:00:00Z,18.73,204.97,24.54013,-5200,TRUE
136,2021-02-16T00:00:00Z,18.73,204.98,24.536743,-5206,TRUE
137,2021-02-16T00:00:00Z,18.73,204.99,24.531555,-5216,TRUE
138,2021-02-16T00:00:00Z,18.73,205,24.526398,-5224,TRUE
139,2021-02-16T00:00:00Z,18.73,205.01,24.521729,-5224,TRUE
140,2021-02-16T00:00:00Z,18.73,205.02,24.51654,-5226,TRUE
141,2021-02-16T00:00:00Z,18.73,205.03,24.510376,-5232,TRUE
142,2021-02-16T00:00:00Z,18.73,205.04,24.504547,-5237,TRUE
143,2021-02-16T00:00:00Z,18.73,205.05,24.500702,-5239,TRUE
144,2021-02-16T00:00:00Z,18.73,205.06,24.500397,-5245,TRUE
145,2021-02-16T00:00:00Z,18.73,205.07,24.50415,-5255,TRUE
146,2021-02-16T00:00:00Z,18.73,205.08,24.510345,-5255,TRUE
147,2021-02-16T00:00:00Z,18.73,205.09,24.516785,-5265,TRUE
148,2021-02-16T00:00:00Z,18.73,205.1,24.521088,-5276,TRUE
149,2021-02-16T00:00:00Z,18.73,205.11,24.52118,-5282,TRUE
150,2021-02-16T00:00:00Z,18.73,205.12,24.517365,-5293,TRUE
151,2021-02-16T00:00:00Z,18.73,205.13,24.510376,-5296,TRUE
152,2021-02-16T00:00:00Z,18.73,205.14,24.500153,-5304,TRUE
153,2021-02-16T00:00:00Z,18.73,205.15,24.487396,-5309,TRUE
154,2021-02-16T00:00:00Z,18.73,205.16,24.47464,-5313,TRUE
155,2021-02-16T00:00:00Z,18.73,205.17,24.467255,-5322,TRUE
156,2021-02-16T00:00:00Z,18.73,205.18,24.464691,-5324,TRUE
157,2021-02-16T00:00:00Z,18.73,205.19,24.464233,-5327,TRUE
158,2021-02-16T00:00:00Z,18.73,205.2,24.464142,-5329,TRUE
159,2021-02-16T00:00:00Z,18.73,205.21,24.462585,-5313,TRUE
160,2021-02-16T00:00:00Z,18.73,205.22,24.459656,-5280,TRUE
161,2021-02-16T00:00:00Z,18.73,205.23,24.457,-5280,TRUE
162,2021-02-16T00:00:00Z,18.73,205.24,24.456207,-5352,TRUE
163,2021-02-16T00:00:00Z,18.73,205.25,24.458374,-5349,TRUE
164,2021-02-16T00:00:00Z,18.73,205.26,24.46347,-5354,TRUE
165,2021-02-16T00:00:00Z,18.73,205.27,24.469604,-5365,TRUE
166,2021-02-16T00:00:00Z,18.73,205.28,24.4747,-5364,TRUE
167,2021-02-16T00:00:00Z,18.73,205.29,24.476837,-5365,TRUE
168,2021-02-16T00:00:00Z,18.73,205.3,24.475159,-5365,TRUE
169,2021-02-16T00:00:00Z,18.73,205.31,24.470642,-5370,TRUE
170,2021-02-16T00:00:00Z,18.73,205.32,24.465302,-5373,TRUE
171,2021-02-16T00:00:00Z,18.73,205.33,24.4599,-5382,TRUE
172,2021-02-16T00:00:00Z,18.73,205.34,24.454956,-5379,TRUE
173,2021-02-16T00:00:00Z,18.73,205.35,24.451508,-5378,TRUE
174,2021-02-16T00:00:00Z,18.73,205.36,24.450867,-5384,TRUE
175,2021-02-16T00:00:00Z,18.73,205.37,24.45337,-5378,TRUE
176,2021-02-16T00:00:00Z,18.73,205.38,24.45935,-5392,TRUE
177,2021-02-16T00:00:00Z,18.74,203.63,25.216827,-4006.756098,TRUE
178,2021-02-16T00:00:00Z,18.74,203.64,25.216583,-4005.316901,TRUE
179,2021-02-16T00:00:00Z,18.74,203.65,25.218018,-4029,TRUE
180,2021-02-16T00:00:00Z,18.74,203.66,25.223236,-4035.285714,TRUE
181,2021-02-16T00:00:00Z,18.74,203.67,25.22937,-4009.75,TRUE
182,2021-02-16T00:00:00Z,18.74,203.68,25.233368,-4029,TRUE
183,2021-02-16T00:00:00Z,18.74,203.69,25.2341,-4123,TRUE
184,2021-02-16T00:00:00Z,18.74,203.7,25.23114,-4116,TRUE
185,2021-02-16T00:00:00Z,18.74,203.71,25.225342,-4118,TRUE
186,2021-02-16T00:00:00Z,18.74,203.72,25.21814,-4199,TRUE
187,2021-02-16T00:00:00Z,18.74,203.73,25.212341,-4207,TRUE
188,2021-02-16T00:00:00Z,18.74,203.74,25.211945,-4568,TRUE
189,2021-02-16T00:00:00Z,18.74,203.75,25.216705,-4594,TRUE
190,2021-02-16T00:00:00Z,18.74,203.76,25.220703,-4614,TRUE
191,2021-02-16T00:00:00Z,18.74,203.77,25.22049,-4588,TRUE
192,2021-02-16T00:00:00Z,18.74,203.78,25.217224,-4585,TRUE
193,2021-02-16T00:00:00Z,18.74,203.79,25.211975,-4570,TRUE
194,2021-02-16T00:00:00Z,18.74,203.8,25.207642,-4489,TRUE
195,2021-02-16T00:00:00Z,18.74,203.81,25.206512,-4435,TRUE
196,2021-02-16T00:00:00Z,18.74,203.82,25.208618,-4507,TRUE
197,2021-02-16T00:00:00Z,18.74,203.83,25.213226,-4345,TRUE
198,2021-02-16T00:00:00Z,18.74,203.84,25.217407,-4307,TRUE
199,2021-02-16T00:00:00Z,18.74,203.85,25.21939,-4662,TRUE
200,2021-02-16T00:00:00Z,18.74,203.86,25.22052,-4734,TRUE
201,2021-02-16T00:00:00Z,18.74,203.87,25.224243,-4627,TRUE
202,2021-02-16T00:00:00Z,18.74,203.88,25.23056,-4608,TRUE
203,2021-02-16T00:00:00Z,18.74,203.89,25.235931,-4563,TRUE
204,2021-02-16T00:00:00Z,18.74,203.9,25.239136,-4644,TRUE
205,2021-02-16T00:00:00Z,18.74,203.91,25.24002,-4655,TRUE
206,2021-02-16T00:00:00Z,18.74,203.92,25.239594,-4708,TRUE
207,2021-02-16T00:00:00Z,18.74,203.93,25.240204,-4733,TRUE
208,2021-02-16T00:00:00Z,18.74,203.94,25.24289,-4682,TRUE
209,2021-02-16T00:00:00Z,18.74,203.95,25.244476,-4684,TRUE
210,2021-02-16T00:00:00Z,18.74,203.96,25.24231,-4685,TRUE
211,2021-02-16T00:00:00Z,18.74,203.97,25.236542,-4672,TRUE
212,2021-02-16T00:00:00Z,18.74,203.98,25.227753,-4449,TRUE
213,2021-02-16T00:00:00Z,18.74,203.99,25.218353,-4293,TRUE
214,2021-02-16T00:00:00Z,18.74,204,25.21103,-4268,TRUE
215,2021-02-16T00:00:00Z,18.74,204.01,25.202972,-4244,TRUE
216,2021-02-16T00:00:00Z,18.74,204.02,25.191772,-4170,TRUE
217,2021-02-16T00:00:00Z,18.74,204.03,25.17685,-3831,TRUE
218,2021-02-16T00:00:00Z,18.74,204.04,25.16034,-3238,TRUE
219,2021-02-16T00:00:00Z,18.74,204.05,25.143066,-3351,TRUE
220,2021-02-16T00:00:00Z,18.74,204.06,25.125366,-3504,TRUE
221,2021-02-16T00:00:00Z,18.74,204.07,25.107605,-3503,TRUE
222,2021-02-16T00:00:00Z,18.74,204.08,25.090698,-3642,TRUE
223,2021-02-16T00:00:00Z,18.74,204.09,25.07483,-3863,TRUE
224,2021-02-16T00:00:00Z,18.74,204.1,25.058807,-3890,TRUE
225,2021-02-16T00:00:00Z,18.74,204.11,25.041931,-3936,TRUE
226,2021-02-16T00:00:00Z,18.74,204.12,25.023651,-3956,TRUE
227,2021-02-16T00:00:00Z,18.74,204.13,25.004333,-3982,TRUE
228,2021-02-16T00:00:00Z,18.74,204.14,24.98703,-4030,TRUE
229,2021-02-16T00:00:00Z,18.74,204.15,24.974213,-4014,TRUE
230,2021-02-16T00:00:00Z,18.74,204.16,24.963348,-3973,TRUE
231,2021-02-16T00:00:00Z,18.74,204.17,24.951721,-3917,TRUE
232,2021-02-16T00:00:00Z,18.74,204.18,24.940308,-3807,TRUE
233,2021-02-16T00:00:00Z,18.74,204.19,24.931519,-3668,TRUE
234,2021-02-16T00:00:00Z,18.74,204.2,24.925507,-3421,TRUE
235,2021-02-16T00:00:00Z,18.74,204.21,24.921783,-3219,TRUE
236,2021-02-16T00:00:00Z,18.74,204.22,24.91867,-3061,TRUE
237,2021-02-16T00:00:00Z,18.74,204.23,24.914429,-2998,TRUE
238,2021-02-16T00:00:00Z,18.74,204.24,24.908356,-2800,TRUE
239,2021-02-16T00:00:00Z,18.74,204.25,24.901184,-2635,TRUE
240,2021-02-16T00:00:00Z,18.74,204.26,24.89264,-2518,TRUE
241,2021-02-16T00:00:00Z,18.74,204.27,24.880096,-2250,TRUE
242,2021-02-16T00:00:00Z,18.74,204.28,24.861633,-1994,TRUE
243,2021-02-16T00:00:00Z,18.74,204.29,24.83664,-1742,TRUE
244,2021-02-16T00:00:00Z,18.74,204.3,24.806335,-1925,TRUE
245,2021-02-16T00:00:00Z,18.74,204.31,24.77478,-2074,TRUE
246,2021-02-16T00:00:00Z,18.74,204.32,24.746002,-2290,TRUE
247,2021-02-16T00:00:00Z,18.74,204.33,24.721405,-2392,TRUE
248,2021-02-16T00:00:00Z,18.74,204.34,24.700775,-2776,TRUE
249,2021-02-16T00:00:00Z,18.74,204.35,24.683655,-2882,TRUE
250,2021-02-16T00:00:00Z,18.74,204.36,24.66922,-2947,TRUE
251,2021-02-16T00:00:00Z,18.74,204.37,24.655945,-3137,TRUE
252,2021-02-16T00:00:00Z,18.74,204.38,24.641174,-3187,TRUE
253,2021-02-16T00:00:00Z,18.74,204.39,24.625854,-3514,TRUE
254,2021-02-16T00:00:00Z,18.74,204.4,24.613098,-3734,TRUE
255,2021-02-16T00:00:00Z,18.74,204.41,24.603363,-3866,TRUE
256,2021-02-16T00:00:00Z,18.74,204.42,24.5932,-4034,TRUE
257,2021-02-16T00:00:00Z,18.74,204.43,24.581238,-4395,TRUE
258,2021-02-16T00:00:00Z,18.74,204.44,24.567932,-4473,TRUE
259,2021-02-16T00:00:00Z,18.74,204.45,24.554962,-4483,TRUE
260,2021-02-16T00:00:00Z,18.74,204.46,24.54184,-4501,TRUE
261,2021-02-16T00:00:00Z,18.74,204.47,24.52893,-4534,TRUE
262,2021-02-16T00:00:00Z,18.74,204.48,24.517609,-4537,TRUE
263,2021-02-16T00:00:00Z,18.74,204.49,24.509338,-4544,TRUE
264,2021-02-16T00:00:00Z,18.74,204.5,24.503326,-4530,TRUE
265,2021-02-16T00:00:00Z,18.74,204.51,24.499268,-4522,TRUE
266,2021-02-16T00:00:00Z,18.74,204.52,24.496765,-4511,TRUE
267,2021-02-16T00:00:00Z,18.74,204.53,24.496185,-4496,TRUE
268,2021-02-16T00:00:00Z,18.74,204.54,24.497559,-4485,TRUE
269,2021-02-16T00:00:00Z,18.74,204.55,24.500854,-4501,TRUE
270,2021-02-16T00:00:00Z,18.74,204.56,24.505371,-4522,TRUE
271,2021-02-16T00:00:00Z,18.74,204.57,24.510529,-4543,TRUE
272,2021-02-16T00:00:00Z,18.74,204.58,24.516296,-4556,TRUE
273,2021-02-16T00:00:00Z,18.74,204.59,24.524536,-4560,TRUE
274,2021-02-16T00:00:00Z,18.74,204.6,24.535278,-4573,TRUE
275,2021-02-16T00:00:00Z,18.74,204.61,24.545868,-4594,TRUE
276,2021-02-16T00:00:00Z,18.74,204.62,24.552979,-4636,TRUE
277,2021-02-16T00:00:00Z,18.74,204.63,24.556488,-4647,TRUE
278,2021-02-16T00:00:00Z,18.74,204.64,24.55655,-4664,TRUE
279,2021-02-16T00:00:00Z,18.74,204.65,24.55539,-4681,TRUE
280,2021-02-16T00:00:00Z,18.74,204.66,24.555359,-4706,TRUE
281,2021-02-16T00:00:00Z,18.74,204.67,24.55722,-4716,TRUE
282,2021-02-16T00:00:00Z,18.74,204.68,24.560852,-4733,TRUE
283,2021-02-16T00:00:00Z,18.74,204.69,24.56607,-4729,TRUE
284,2021-02-16T00:00:00Z,18.74,204.7,24.572357,-4738,TRUE
285,2021-02-16T00:00:00Z,18.74,204.71,24.578644,-4737,TRUE
286,2021-02-16T00:00:00Z,18.74,204.72,24.582458,-4767,TRUE
287,2021-02-16T00:00:00Z,18.74,204.73,24.583252,-4778,TRUE
288,2021-02-16T00:00:00Z,18.74,204.74,24.582336,-4762,TRUE
289,2021-02-16T00:00:00Z,18.74,204.75,24.581085,-4760,TRUE
290,2021-02-16T00:00:00Z,18.74,204.76,24.580475,-4654,TRUE
291,2021-02-16T00:00:00Z,18.74,204.77,24.58136,-4776,TRUE
292,2021-02-16T00:00:00Z,18.74,204.78,24.582062,-4825,TRUE
293,2021-02-16T00:00:00Z,18.74,204.79,24.581085,-4826,TRUE
294,2021-02-16T00:00:00Z,18.74,204.8,24.578735,-4780,TRUE
295,2021-02-16T00:00:00Z,18.74,204.81,24.574738,-4683,TRUE
296,2021-02-16T00:00:00Z,18.74,204.82,24.569214,-4727,TRUE
297,2021-02-16T00:00:00Z,18.74,204.83,24.562134,-4775,TRUE
298,2021-02-16T00:00:00Z,18.74,204.84,24.555878,-4850,TRUE
299,2021-02-16T00:00:00Z,18.74,204.85,24.553345,-4852,TRUE
300,2021-02-16T00:00:00Z,18.74,204.86,24.553833,-4799,TRUE
301,2021-02-16T00:00:00Z,18.74,204.87,24.553894,-5017,TRUE
302,2021-02-16T00:00:00Z,18.74,204.88,24.552094,-5078,TRUE
303,2021-02-16T00:00:00Z,18.74,204.89,24.549408,-5126,TRUE
304,2021-02-16T00:00:00Z,18.74,204.9,24.546814,-5131,TRUE
305,2021-02-16T00:00:00Z,18.74,204.91,24.545044,-5127,TRUE
306,2021-02-16T00:00:00Z,18.74,204.92,24.544006,-5133,TRUE
307,2021-02-16T00:00:00Z,18.74,204.93,24.543915,-5140,TRUE
308,2021-02-16T00:00:00Z,18.74,204.94,24.544067,-5151,TRUE
309,2021-02-16T00:00:00Z,18.74,204.95,24.543793,-5165,TRUE
310,2021-02-16T00:00:00Z,18.74,204.96,24.542175,-5178,TRUE
311,2021-02-16T00:00:00Z,18.74,204.97,24.539001,-5186,TRUE
312,2021-02-16T00:00:00Z,18.74,204.98,24.533905,-5198,TRUE
313,2021-02-16T00:00:00Z,18.74,204.99,24.528595,-5203,TRUE
314,2021-02-16T00:00:00Z,18.74,205,24.524475,-5205,TRUE
315,2021-02-16T00:00:00Z,18.74,205.01,24.52127,-5223,TRUE
316,2021-02-16T00:00:00Z,18.74,205.02,24.516937,-5228,TRUE
317,2021-02-16T00:00:00Z,18.74,205.03,24.511597,-5224,TRUE
318,2021-02-16T00:00:00Z,18.74,205.04,24.507843,-5228,TRUE
319,2021-02-16T00:00:00Z,18.74,205.05,24.506195,-5234,TRUE
320,2021-02-16T00:00:00Z,18.74,205.06,24.506378,-5237,TRUE
321,2021-02-16T00:00:00Z,18.74,205.07,24.50821,-5246,TRUE
322,2021-02-16T00:00:00Z,18.74,205.08,24.512817,-5253,TRUE
323,2021-02-16T00:00:00Z,18.74,205.09,24.519989,-5265,TRUE
324,2021-02-16T00:00:00Z,18.74,205.1,24.527222,-5272,TRUE
325,2021-02-16T00:00:00Z,18.74,205.11,24.531586,-5279,TRUE
326,2021-02-16T00:00:00Z,18.74,205.12,24.530884,-5291,TRUE
327,2021-02-16T00:00:00Z,18.74,205.13,24.5242,-5303,TRUE
328,2021-02-16T00:00:00Z,18.74,205.14,24.51297,-5302,TRUE
329,2021-02-16T00:00:00Z,18.74,205.15,24.500122,-5305,TRUE
330,2021-02-16T00:00:00Z,18.74,205.16,24.488647,-5313,TRUE
331,2021-02-16T00:00:00Z,18.74,205.17,24.48169,-5326,TRUE
332,2021-02-16T00:00:00Z,18.74,205.18,24.47818,-5323,TRUE
333,2021-02-16T00:00:00Z,18.74,205.19,24.474396,-5328,TRUE
334,2021-02-16T00:00:00Z,18.74,205.2,24.468597,-5336,TRUE
335,2021-02-16T00:00:00Z,18.74,205.21,24.461945,-5332,TRUE
336,2021-02-16T00:00:00Z,18.74,205.22,24.455841,-5310,TRUE
337,2021-02-16T00:00:00Z,18.74,205.23,24.451721,-5342,TRUE
338,2021-02-16T00:00:00Z,18.74,205.24,24.45108,-5347,TRUE
339,2021-02-16T00:00:00Z,18.74,205.25,24.45398,-5354,TRUE
340,2021-02-16T00:00:00Z,18.74,205.26,24.459839,-5365,TRUE
341,2021-02-16T00:00:00Z,18.74,205.27,24.466827,-5363,TRUE
342,2021-02-16T00:00:00Z,18.74,205.28,24.472992,-5364,TRUE
343,2021-02-16T00:00:00Z,18.74,205.29,24.476074,-5364,TRUE
344,2021-02-16T00:00:00Z,18.74,205.3,24.47519,-5368,TRUE
345,2021-02-16T00:00:00Z,18.74,205.31,24.470795,-5373,TRUE
346,2021-02-16T00:00:00Z,18.74,205.32,24.464935,-5378,TRUE
347,2021-02-16T00:00:00Z,18.74,205.33,24.459167,-5379,TRUE
348,2021-02-16T00:00:00Z,18.74,205.34,24.455078,-5379,TRUE
349,2021-02-16T00:00:00Z,18.74,205.35,24.453156,-5378,TRUE
350,2021-02-16T00:00:00Z,18.74,205.36,24.452728,-5381,TRUE
351,2021-02-16T00:00:00Z,18.74,205.37,24.453827,-5377,TRUE
352,2021-02-16T00:00:00Z,18.74,205.38,24.457886,-5392,TRUE
353,2021-02-16T00:00:00Z,18.75,203.63,25.213715,-4160.987654,TRUE
354,2021-02-16T00:00:00Z,18.75,203.64,25.211304,-4101.843972,TRUE
355,2021-02-16T00:00:00Z,18.75,203.65,25.210724,-4201,TRUE
356,2021-02-16T00:00:00Z,18.75,203.66,25.214996,-4250.48,TRUE
357,2021-02-16T00:00:00Z,18.75,203.67,25.22168,-4201,TRUE
