time,latitude,longitude,sst
2021-02-16T00:00:00Z,18.74,-154.73,24.466827
2021-02-16T00:00:00Z,18.74,-154.72,24.472992
2021-02-16T00:00:00Z,18.74,-154.71,24.476074
2021-02-16T00:00:00Z,18.74,-154.7,24.47519
2021-02-16T00:00:00Z,18.74,-154.69,24.470795
2021-02-16T00:00:00Z,18.74,-154.68,24.464935
2021-02-16T00:00:00Z,18.74,-154.67,24.459167
2021-02-16T00:00:00Z,18.74,-154.66,24.455078
2021-02-16T00:00:00Z,18.74,-154.65,24.453156
2021-02-16T00:00:00Z,18.74,-154.64,24.452728
2021-02-16T00:00:00Z,18.74,-154.63,24.453827
2021-02-16T00:00:00Z,18.74,-154.62,24.457886
2021-02-16T00:00:00Z,18.75,-156.37,25.213715
2021-02-16T00:00:00Z,18.75,-156.36,25.211304
2021-02-16T00:00:00Z,18.75,-156.35,25.210724
2021-02-16T00:00:00Z,18.75,-156.34,25.214996
2021-02-16T00:00:00Z,18.75,-156.33,25.22168
2021-02-16T00:00:00Z,18.75,-156.32,25.226807
2021-02-16T00:00:00Z,18.75,-156.31,25.228973
2021-02-16T00:00:00Z,18.75,-156.3,25.227356
2021-02-16T00:00:00Z,18.75,-156.29,25.222748
2021-02-16T00:00:00Z,18.75,-156.28,25.217163
2021-02-16T00:00:00Z,18.75,-156.27,25.213196
2021-02-16T00:00:00Z,18.75,-156.26,25.214294
2021-02-16T00:00:00Z,18.75,-156.25,25.220154
2021-02-16T00:00:00Z,18.75,-156.24,25.225677
2021-02-16T00:00:00Z,18.75,-156.23,25.22757
2021-02-16T00:00:00Z,18.75,-156.22,25.225769
2021-02-16T00:00:00Z,18.75,-156.21,25.22116
2021-02-16T00:00:00Z,18.75,-156.2,25.21643
2021-02-16T00:00:00Z,18.75,-156.19,25.213501
2021-02-16T00:00:00Z,18.75,-156.18,25.212616
2021-02-16T00:00:00Z,18.75,-156.17,25.213898
2021-02-16T00:00:00Z,18.75,-156.16,25.216248
2021-02-16T00:00:00Z,18.75,-156.15,25.218658
2021-02-16T00:00:00Z,18.75,-156.14,25.221191
2021-02-16T00:00:00Z,18.75,-156.13,25.224731
2021-02-16T00:00:00Z,18.75,-156.12,25.228607
2021-02-16T00:00:00Z,18.75,-156.11,25.231964
2021-02-16T00:00:00Z,18.75,-156.1,25.233704
2021-02-16T00:00:00Z,18.75,-156.09,25.233826
2021-02-16T00:00:00Z,18.75,-156.08,25.23352
2021-02-16T00:00:00Z,18.75,-156.07,25.236084
2021-02-16T00:00:00Z,18.75,-156.06,25.242157
2021-02-16T00:00:00Z,18.75,-156.05,25.247345
2021-02-16T00:00:00Z,18.75,-156.04,25.247894
2021-02-16T00:00:00Z,18.75,-156.03,25.24408
2021-02-16T00:00:00Z,18.75,-156.02,25.237213
2021-02-16T00:00:00Z,18.75,-156.01,25.22937
2021-02-16T00:00:00Z,18.75,-156,25.22226
2021-02-16T00:00:00Z,18.75,-155.99,25.214722
2021-02-16T00:00:00Z,18.75,-155.98,25.204529
2021-02-16T00:00:00Z,18.75,-155.97,25.191193
2021-02-16T00:00:00Z,18.75,-155.96,25.174713
2021-02-16T00:00:00Z,18.75,-155.95,25.156067
2021-02-16T00:00:00Z,18.75,-155.94,25.13742
2021-02-16T00:00:00Z,18.75,-155.93,25.120026
2021-02-16T00:00:00Z,18.75,-155.92,25.103943
2021-02-16T00:00:00Z,18.75,-155.91,25.088348
2021-02-16T00:00:00Z,18.75,-155.9,25.071075
2021-02-16T00:00:00Z,18.75,-155.89,25.051239
2021-02-16T00:00:00Z,18.75,-155.88,25.03067
2021-02-16T00:00:00Z,18.75,-155.87,25.011597
2021-02-16T00:00:00Z,18.75,-155.86,24.995453
2021-02-16T00:00:00Z,18.75,-155.85,24.98352
2021-02-16T00:00:00Z,18.75,-155.84,24.973358
2021-02-16T00:00:00Z,18.75,-155.83,24.9628
2021-02-16T00:00:00Z,18.75,-155.82,24.95163
2021-02-16T00:00:00Z,18.75,-155.81,24.94104
2021-02-16T00:00:00Z,18.75,-155.8,24.931488
2021-02-16T00:00:00Z,18.75,-155.79,24.923798
2021-02-16T00:00:00Z,18.75,-155.78,24.916779
2021-02-16T00:00:00Z,18.75,-155.77,24.909302
2021-02-16T00:00:00Z,18.75,-155.76,24.90097
2021-02-16T00:00:00Z,18.75,-155.75,24.89212
2021-02-16T00:00:00Z,18.75,-155.74,24.882812
2021-02-16T00:00:00Z,18.75,-155.73,24.870026
2021-02-16T00:00:00Z,18.75,-155.72,24.851715
2021-02-16T00:00:00Z,18.75,-155.71,24.82727
2021-02-16T00:00:00Z,18.75,-155.7,24.79773
2021-02-16T00:00:00Z,18.75,-155.69,24.767365
2021-02-16T00:00:00Z,18.75,-155.68,24.740356
2021-02-16T00:00:00Z,18.75,-155.67,24.71814
2021-02-16T00:00:00Z,18.75,-155.66,24.7005
2021-02-16T00:00:00Z,18.75,-155.65,24.686737
2021-02-16T00:00:00Z,18.75,-155.64,24.675507
2021-02-16T00:00:00Z,18.75,-155.63,24.664703
2021-02-16T00:00:00Z,18.75,-155.62,24.65207
2021-02-16T00:00:00Z,18.75,-155.61,24.637756
2021-02-16T00:00:00Z,18.75,-155.6,24.62436
2021-02-16T00:00:00Z,18.75,-155.59,24.612427
2021-02-16T00:00:00Z,18.75,-155.58,24.599854
2021-02-16T00:00:00Z,18.75,-155.57,24.585327
2021-02-16T00:00:00Z,18.75,-155.56,24.570251
2021-02-16T00:00:00Z,18.75,-155.55,24.556732
2021-02-16T00:00:00Z,18.75,-155.54,24.544525
2021-02-16T00:00:00Z,18.75,-155.53,24.533478
2021-02-16T00:00:00Z,18.75,-155.52,24.524292
2021-02-16T00:00:00Z,18.75,-155.51,24.517365
2021-02-16T00:00:00Z,18.75,-155.5,24.51175
2021-02-16T00:00:00Z,18.75,-155.49,24.505707
2021-02-16T00:00:00Z,18.75,-155.48,24.499939
2021-02-16T00:00:00Z,18.75,-155.47,24.496796
2021-02-16T00:00:00Z,18.75,-155.46,24.496124
2021-02-16T00:00:00Z,18.75,-155.45,24.497528
2021-02-16T00:00:00Z,18.75,-155.44,24.50055
2021-02-16T00:00:00Z,18.75,-155.43,24.50467
2021-02-16T00:00:00Z,18.75,-155.42,24.510315
2021-02-16T00:00:00Z,18.75,-155.41,24.518768
2021-02-16T00:00:00Z,18.75,-155.4,24.530334
2021-02-16T00:00:00Z,18.75,-155.39,24.54187
2021-02-16T00:00:00Z,18.75,-155.38,24.551056
2021-02-16T00:00:00Z,18.75,-155.37,24.556305
2021-02-16T00:00:00Z,18.75,-155.36,24.557587
2021-02-16T00:00:00Z,18.75,-155.35,24.556885
2021-02-16T00:00:00Z,18.75,-155.34,24.557312
2021-02-16T00:00:00Z,18.75,-155.33,24.559662
2021-02-16T00:00:00Z,18.75,-155.32,24.563812
2021-02-16T00:00:00Z,18.75,-155.31,24.569397
2021-02-16T00:00:00Z,18.75,-155.3,24.57608
2021-02-16T00:00:00Z,18.75,-155.29,24.582489
2021-02-16T00:00:00Z,18.75,-155.28,24.586151
2021-02-16T00:00:00Z,18.75,-155.27,24.587097
2021-02-16T00:00:00Z,18.75,-155.26,24.586273
2021-02-16T00:00:00Z,18.75,-155.25,24.584686
2021-02-16T00:00:00Z,18.75,-155.24,24.583649
2021-02-16T00:00:00Z,18.75,-155.23,24.583588
2021-02-16T00:00:00Z,18.75,-155.22,24.58319
2021-02-16T00:00:00Z,18.75,-155.21,24.582153
2021-02-16T00:00:00Z,18.75,-155.2,24.579803
2021-02-16T00:00:00Z,18.75,-155.19,24.576385
2021-02-16T00:00:00Z,18.75,-155.18,24.571991
2021-02-16T00:00:00Z,18.75,-155.17,24.566711
2021-02-16T00:00:00Z,18.75,-155.16,24.56195
2021-02-16T00:00:00Z,18.75,-155.15,24.55896
2021-02-16T00:00:00Z,18.75,-155.14,24.557404
2021-02-16T00:00:00Z,18.75,-155.13,24.554901
2021-02-16T00:00:00Z,18.75,-155.12,24.551544
2021-02-16T00:00:00Z,18.75,-155.11,24.549774
2021-02-16T00:00:00Z,18.75,-155.1,24.550476
2021-02-16T00:00:00Z,18.75,-155.09,24.551453
